sentence	sentence_id	locale	reason
西方评论家和俄罗斯反对派把普京被描述为一个独裁者。	70baa80de01e3833dd8ab6635ec01278071fd5722deab4cddf053c93c9c4a619	zh-CN	grammar-or-spelling
文化大革命期间被逮捕关入秦城监狱。	74b9bf05276e7bf3d204800992c61eb7331cb0c62e6e1b18ff012bcdc6d6a0ff	zh-CN	offensive-language
众人遂拥立李克用为帅。	7660f8ca3e424d742caa1b6731c1ff6bfa815a73ba8dd094901beedfb0a1c06e	zh-CN	offensive-language
本计画的目的是要确认木星系统是否有适合生命的环境。	74cde9ffe31420ca23c694f9bc3a8182bf5f31a75e7cbf4d7a83873b2c49a52c	zh-CN	grammar-or-spelling
十分钟只像是一扎眼	772790f5231e2af63220be2ef565188033adaafc7c227023fbfe7143a42174ce	zh-CN	grammar-or-spelling
中共十七大当选中央纪委委员。	77d738f63c89f96bb061e2e53bca4224c2925b4d10f6403df092643c6d547d6a	zh-CN	grammar-or-spelling
学习院大学经济学部经营学科毕业。	77ae0fc1340fee8629731bfe45d1f752c2784b7032839509940ec78e890118df	zh-CN	grammar-or-spelling
阿隆讷人口变化图示	7aba709992d1f428c3d19b531fcadc83b26f1c0f10bed2bb539fde9159b3399b	zh-CN	difficult-pronounce
范例是说明谁喜欢那一种运动。	7b7aadbd123a1fb644e6e868c301acc4ec4194a67f481d631ca4311f39abee38	zh-CN	grammar-or-spelling
杨斯盛以泥瓦工起家于上海。	79ae2554697d57f9574bddec50e2cf406249004a693c75500fb4d8f30396a257	zh-CN	?????????????????
天蓝丛蛙区被发现。	77df9367627d6ec57572f7b3f36f6111322be2f4397a05311fe006f576f4a9c2	zh-CN	grammar-or-spelling
卡力美塔从盟友伊欧西欧德的北方人准备发动起事反抗侵略者的消息。	7ca376da72c70e3f00c34d2343fd8b1cfdb4c7e87995a641dfec4b945a83e627	zh-CN	grammar-or-spelling
庄国钧人。	78f87a1a1104ed4946d5f8f9a8549de12ff5c621449d0a27020bed941f3e03f4	zh-CN	grammar-or-spelling
气候介于温带大陆性气候和海洋性气候。	7e06c1b3d725f360d99c106902bc81fa125e02a58f71a74de08806d5a5712436	zh-CN	grammar-or-spelling
郦范人。	7932608e3285500c558ab467926a8753f712b17d300e8e3ba55cdc6c43542e75	zh-CN	grammar-or-spelling
一者生忍。	808c5167ce95219ffab0bb35ecb3dd918f1da292f99689ff5eb9d4c36ac05124	zh-CN	different-language
大韩民国护照外旅行或居留时证明其国籍和身份的旅行证件。	89024f5f25be73c751173ab950424f430abbeb9d42016090d4cafe08a2a6a17a	zh-CN	grammar-or-spelling
大韩民国护照外旅行或居留时证明其国籍和身份的旅行证件。	89024f5f25be73c751173ab950424f430abbeb9d42016090d4cafe08a2a6a17a	zh-CN	???????
它是许昌市重点高中和河南省首批示范性高中。	8798c6598be62f1a02340c8147706b211f304828293f31bb4e59bc0397cdcbca	zh-CN	?????????????
这名字被公司内部及公众广泛被批评。	87d777ae3b1c2dcfafb0e2d1f96f5d9142af158a8f1196e6ab61af2805064589	zh-CN	grammar-or-spelling
以后不带妳去了	89dc931b9ca75e9448728bbfafc2ad86ff1f3555ac04768dd7613e8226bc7783	zh-CN	grammar-or-spelling
在日本名字经常比照其父表记为。	8790229916290587b6af33e6ad7e98e35650f0c0f74b65f030688f4507829d1a	zh-CN	grammar-or-spelling
本站主体结构经已完工封顶。	8ed54305f9d558736941dea836feed00fd74dc8d3fd077988e448e673862a677	zh-CN	grammar-or-spelling
奶油浓汤两人组成。	8b62bd8fd4d718f64304643efe739b5ce2245e97653aab9bab5c9bfd0632e006	zh-CN	grammar-or-spelling
他所就读的正是当年康德的母校。	8c24824c69a3bd79dd8e76be81ec8b7ea4f2aff7785e54fc500817356fc0b40c	zh-CN	????????
下阿姆。	8f512475689f02d57b85d80c737f74db0325b429a4c97b46af3b9b98a57ee578	zh-CN	grammar-or-spelling
在运动科学主要是由运动医学的美国大学的认可。	9148a898cc63d1515f5aab053220e2075e377e6166d1280db5a1e04bb84ef21d	zh-CN	grammar-or-spelling
它是以色列版直升机渗透战术的开发者。	91145ea965794a2ef49ca707f8949ef0d87b63f9af065646cd505fbf4e3fe366	zh-CN	grammar-or-spelling
玛丽同哈布斯堡王朝的马克西米利安公爵开始。	9234ec371cbb3935b8aa4f1180e160d7c3d9b4e922902301dd00e4e841549fbc	zh-CN	grammar-or-spelling
后获得美国康涅钬格州大学医学博士学位。	92976f8625c0c1f0a168eb52a8f798f3aa25ec9cf9785cc3e9e0f9f33d58f52a	zh-CN	grammar-or-spelling
后获得美国康涅钬格州大学医学博士学位。	92976f8625c0c1f0a168eb52a8f798f3aa25ec9cf9785cc3e9e0f9f33d58f52a	zh-CN	different-language
录像带最后以佩芮反吃以人肉做成的西式馅饼作完结。	90a5c9aae9b3639604cb1e1076394ab1a06a9dc4b4df07b5cccf00b2b93d03cd	zh-CN	offensive-language
中华民国与拉脱维亚关系是指中华民国与拉脱维亚共和国之间的关系。	940b4b473f49cd689b2f39a2142a1e78d9378928a8d9f8b5db3ddf54ef91433a	zh-CN	offensive-language
提昇国家竞争力	9bf1443de436e25feee44a934601b040185cd4dbbc6234f413a492b7c768dba5	zh-CN	grammar-or-spelling
巧塘鳢为塘鳢科巧塘鳢属下的一个种。	a10f3767c8152e077b65da9762c8eee966d10499e78be65b6b9289653c94924f	zh-CN	difficult-pronounce
巧塘鳢为塘鳢科巧塘鳢属下的一个种。	a10f3767c8152e077b65da9762c8eee966d10499e78be65b6b9289653c94924f	zh-CN	difficult-pronounce
固定相装在由玻璃或金属制成的一根空心管柱内。	a61237c4b85cee266219dd4379d71d9ffa09c0467906bbbe84faf5da932b3cbb	zh-CN	grammar-or-spelling
粗肋凤尾藓为凤尾藓科凤尾藓属下的一个种。	903b452d53083f88ea2b1db0e66fe2f17b1f9d132ee79dd5eaf20aee063725bb	zh-CN	difficult-pronounce
而夏德健的夏国璋龙狮团及谭定邦的香港发强体育总会过去都有参与龙狮节表演。	92dc3060d96b388b4b2f42dde1380a2954607a774a10bf81441b20141d06ada3	zh-CN	too long
南兰丁是位于美国加利福尼亚州莫诺县的一个非建制地区。	a87fa3576f185e7dbbf0a351172bb640d275818a94a2833fc4b2bb0676c9f547	zh-CN	difficult-pronounce
芙蓉湾古代防潮大堤的历史年代为南宋。	a45ab38a5732270a8ee6f6607124549760a64213030c0274998da8613b867db0	zh-CN	grammar-or-spelling
此次游行计画是在中华人民共和国片面通过反分裂国家法后数周内浮出台面。	ad96c03385f91d5564fcee4362160d506e51006f03554c8b717873226cb513bd	zh-CN	offensive-language
槲蕨是水龙骨科槲蕨属下的一个种。	b551abb6f74756fb9369fe1978d7e09734d8ee5dbbfc2a700a00962f7b6e8dd6	zh-CN	difficult-pronounce
鄄城镇是中国山东省菏泽市鄄城县下辖的一个镇。	b33aaaba90243cc8303410d1377e3e1b31ce876a0aad2e59bc322571de6f1416	zh-CN	difficult-pronounce
吴其沆人。	b607aa897955302e555585facd4ebd8032d1314a2346b7445840d0974af9966a	zh-CN	grammar-or-spelling
她曾在电视歌唱节目和及担任导师和评委。	b5c29bb7a8293dac0b39db2fd9aa7deb906467716711877b24bbd5627e86e11c	zh-CN	grammar-or-spelling
恒星形成是分子云的高密度区崩溃成为球形的电浆形成恒星的过程。	b80d7cb6fd539447b051f23384469206d655df7aeb47fbc097e1b403f7fa05a4	zh-CN	grammar-or-spelling
条纹分布样式的因不同个体而有较大的差异。	b91a9c40a2c2b6740392c25f53b0086eb92d93d7e9091cf302d3c32ee2456896	zh-CN	grammar-or-spelling
管鼻蝠属等之数种哺乳动物。	bbc8cbb0b1d4c3d8c51b943274de125de1a226a8218b0087e1709c76bb17a283	zh-CN	grammar-or-spelling
协会并且不定期举办各类航空气象之教育推广活动及研讨会。	bbadd07ce592949bfd42dc409f29997263620a44695d8268d8d4bc7a1674bbbf	zh-CN	grammar-or-spelling
汉语亲属系统或的一种。	bbba332959634500033546a2d576d5a0b94e59cf8e0a55c3f1667ac76ddbd30b	zh-CN	grammar-or-spelling
该物种的模式产地在日本南部。	b92a67f45e29ec955e766257096e3ebc78fe5d92e2ef7cb9f356801bf118da19	zh-CN	grammar-or-spelling
在一个色彩特性文件中可以按照渲染目的的不同来可以定义多个色彩转换方式。	bdc10f45ec72c7e0600d49026b09d06f1fc51626adb83d0b197c92d6bac17812	zh-CN	grammar-or-spelling
沙沃尔奈的总面积为平方公里。	bd69d772c140af175f5e5d8fb420286ddaeaf72e8ec6b0172d7439cab5c5eefc	zh-CN	grammar-or-spelling
水肺潜水装置把气瓶中的压缩气体转化成可供人体正常呼吸的压力。	be758a50e08b9a39e4bcf7415427deb383f18b4fc6efb1beb882ff97cce71d4d	zh-CN	?????????????????????????????????
戈基人是中国羌族传说中生活于在岷江河谷的一个民族。	bcaff8f74c0ec58a7c37ea22534710ca93a5dfc644d5a15328171ec7443714a1	zh-CN	grammar-or-spelling
它也使其可更快的般装填被装载。	bc96864a9e39255da5b5a113be2a15f62339434473981f3e887b15eb120c8bda	zh-CN	grammar-or-spelling
本次地震已被列入美国国家海洋和大气管理局显着地震列表。	b80abf0499dc32398b2f11448e8ebcdcc93ef8a22de23887669ec858a04a20d1	zh-CN	grammar-or-spelling
译名为香港明珠台和上海上海外语频道所用。	b76c75ff4ee6330f1b0682efd4e3836f77dcb30ef9d07778d4c8dc5f316c514f	zh-CN	grammar-or-spelling
沙沃尔奈的总面积为平方公里。	bd69d772c140af175f5e5d8fb420286ddaeaf72e8ec6b0172d7439cab5c5eefc	zh-CN	grammar-or-spelling
下库洛伊农村居民点是俄罗斯联邦沃洛格达州韦尔霍瓦日耶区所属的一个农村居民点。	bb0f063c324c7d9fe105187db3e587cab9383bca0e2f3bee2b9aafc3cfd3b104	zh-CN	difficult-pronounce
本项目是首次成为伤残奥林匹克运动会比赛项目。	c20a33df93d900a32d8b26e5f14e8b9c54d5b83200af701d86b5c79e00be5607	zh-CN	grammar-or-spelling
弗里德姆镇区为位在美国堪萨斯州波旁县的镇区。	c12f2fe4d72a024d848edd9e69a250f6bd9b8c123913bb99795c6a45867fa300	zh-CN	grammar-or-spelling
中国的例子之一是天安门广场的毛泽东像。	c424e5d131135d717d9ac2b725c7257ddeac8d71b01b550561061de042760321	zh-CN	offensive-language
中国的例子之一是天安门广场的毛泽东像。	c424e5d131135d717d9ac2b725c7257ddeac8d71b01b550561061de042760321	zh-CN	different-language
中国的例子之一是天安门广场的毛泽东像。	c424e5d131135d717d9ac2b725c7257ddeac8d71b01b550561061de042760321	zh-CN	difficult-pronunciation
根管治疗迄今仍是牙髓和根尖周病的主要方法。	c382bcdfffb7aa580097eeaa370b77ccb5c15f4b12bfcf51c6ef9ccbcba5e9e6	zh-CN	grammar-or-spelling
有研究将少孢根霉视为的变种。	bacc9ff1bdb5eeebfbe7ec2cea90538e06214f0e3914d571fc607d0ad1300596	zh-CN	grammar-or-spelling
在禁止基督教后亦用于测试进入当地的荷兰人是否传教士。	c4770b5c1dbf1c8d5d5a2937a4d8845ad8101bf36ca27195f60b97c59d1ef0aa	zh-CN	grammar-or-spelling
该大队的性质和任务是专门从事地震研究工作的科研单位。	c327f9274fa26c29250c81f20597aedc6d4ddc891adb3b1f9f125f69831b33f4	zh-CN	grammar-or-spelling
留候坑面介为光面介科坑面介属下的一个种。	c7bcc711bdba714370957ab0ca12c8986048ac8b5b08194b69d3f398e4119b1a	zh-CN	grammar-or-spelling
学院的文凭由金斯顿大学大学发放。	c2b001039fb0abb6884b3cda1c73abb578dd18dd8a7574480299aedaa7b4988a	zh-CN	grammar-or-spelling
学院的文凭由金斯顿大学大学发放。	c2b001039fb0abb6884b3cda1c73abb578dd18dd8a7574480299aedaa7b4988a	zh-CN	grammar-or-spelling
希伯来数字系统是一个使用希伯来字母并按字母顺序的数字系统。	c9e403b810f68c002821c5ba84876b4a7e7349205c7a6dd817c6ba2f6e750f56	zh-CN	grammar-or-spelling
墓所在福冈市博多区千代横岳山崇福寺和京都市北区龙宝山大德寺搭头寺院龙光院。	c98556604a7036f16f0f7d6eb2bb89d4d827492e65adb0b37d3a904466001d8e	zh-CN	impossible to finish this sentence within the record time limit.
而警戒石见三本松城的吉见正赖的野上房忠军势亦被配置在长门渡川城。	c5f9e6bfed108f5caf90484684ea5850d576b9f6b11cb4f4d6571a8a56a78e17	zh-CN	grammar-or-spelling
柯棣华幼年基本在绍拉普尔度过。	c80d2a52a3815874f44ccca273f9f167259519cd4c3447857ab76841c987cd91	zh-CN	difficult-pronounce
每轮最终优胜奖金为两千万韩圆。	ccd32668dd62063a62c35cbf310a310e0cb0dd0cee8c3a8768f01f36273e156c	zh-CN	grammar-or-spelling
而警戒石见三本松城的吉见正赖的野上房忠军势亦被配置在长门渡川城。	c5f9e6bfed108f5caf90484684ea5850d576b9f6b11cb4f4d6571a8a56a78e17	zh-CN	grammar-or-spelling
默纳德县位美国德克萨斯州中部的一个县。	c90c38aa88a9f55998d7d496147d059f8820cc0aca977deaec59217158229376	zh-CN	grammar-or-spelling
要是妳不愿意花钱买	ce7e784312474145f40df7c3dd18a77d2ba97cb77fd3320190ecc4088aaea1a9	zh-CN	grammar-or-spelling
钴蓝种在美江相对较稀有。	c1a24757a89ab9bb7bd4d214bd662d10ba616c3040f8836cfc57c5c372b0df11	zh-CN	grammar-or-spelling
部份私家侦探社亦兼营讨债公司。	ce92c3bb0515cac26b10b640ea0e66d6c7ac6c3b6f371b12469eeca50c90e8ec	zh-CN	grammar-or-spelling
建筑物的正面采用了花岗石块和青砖筑砌而成。	cc02cda4172fed5d3edcdf2048e0dc77fbc675de14ad096e53c551807fa4655d	zh-CN	grammar-or-spelling
前两个可以被看作是需要分别填充的第一和第二壳的电子数目。	cc4a177cb3d4d74d1fd7d93ac9fb10a4eed8b0917167e5c42cb349fa65e9bb5d	zh-CN	grammar-or-spelling
王秉鋆人。	cd01802e9708d50f951104745b9fdae435c5d14a4098399af7252412818e94a9	zh-CN	difficult-pronounce
尖果驼蹄瓣是蒺藜科驼蹄瓣属的植物。	c9880b393b33bbe98aa5e982131950b12254531c1d3b8e541b5ae60dae63d05a	zh-CN	difficult-pronounce
入围第三十八届电视金钟奖六项奖项。	cdbfb0bca8b4fed94e0858566f250220211beee57d7bf668739433ad9233a0f5	zh-CN	different-language
出自荥阳郑氏。	ce1a33845e22f6f3b26b70e043598e351d2d126ecd2bb9cefa2e2142664dd9c1	zh-CN	different-language
出自荥阳郑氏。	ce1a33845e22f6f3b26b70e043598e351d2d126ecd2bb9cefa2e2142664dd9c1	zh-CN	difficult-pronounce
阿方索四世阿方索四世。	cc645d0e8c2ca92ccb0c30939a068ed0c91a292695193922307e87f5c14637ea	zh-CN	grammar-or-spelling
微毛山黧豆为豆科香豌豆属欧山黧豆下的一个变型。	c15d1654b0f2f34da952d6267aaa282ad2eacd4b66c7830841cc5a6f371bf12c	zh-CN	difficult-pronounce
在今建瓯市。	cce73d47fe74c0f740112f7dd635dcc6719e0fa52772d9bba1e2344f076226d1	zh-CN	difficult-pronounce
大埔会馆作为南昌起义南下部队指挥部的时间仅有七日。	cd2c4346192b2c3935f936978580256f27a3386466c581833ce5094a0bdbadb9	zh-CN	difficult-pronounce
高速公路路线编号与东九州自动车道被共同编为。	ce5f2e6047075670b0bac264b253d87e5bbad307e84107a84d261cdd74efabc4	zh-CN	grammar-or-spelling
隐居支硎山。	c63f29af5b29531eb23370b9e1227efaf5572ed1e5e7e9b27911fe817c874e0b	zh-CN	difficult-pronounce
大型多人线上第一身射击。	cefacdfe789e80cc419b63fc7131ff2251b9cea6e58347bc717e13121ccf65a5	zh-CN	grammar-or-spelling
由正常体位变换而来的此一位姿可能让女性高度快感。	cce740f694c0284996b4b174dd5544086f0bf3b1fecefeff8633b5add90c9127	zh-CN	difficult-pronounce
地震神为日本神话中出现的地震神只。	cafa06f5c1d1e548c7a60ecbb631540e4ae0c83499387e3348b662835a26af3d	zh-CN	???
北京路可以指	d303ee89387898a5f5494a16649fb58214b48d6df5eb0cc3a8f2efe6a63dfcd2	zh-CN	grammar-or-spelling
同时她在此时学习击剑。	d2b06faed988d82094a8a1bf66acbe41ac78994f8927d370452372197c0148ad	zh-CN	grammar-or-spelling
都準备好了吧	d2cfebf2537482639ae977b93a8806d61bfdeda9a241ea8a25037904aba85076	zh-CN	grammar-or-spelling
一切都妥当惹拉	cf29d03873d8d8af3f3ed048ac2e95652d4934956817b9716f16499092a7589f	zh-CN	grammar-or-spelling
在坎布里亚的峰区及东苏塞克斯的亚士顿森林都有指曾出现小量的红颈袋鼠。	da281f5d9af914e13b3fb5fd3f9e4b9d0d8e59fb4c590dc79c6bddf16b454fe3	zh-CN	grammar-or-spelling
一	74282373452b03479492e498e58442d4ac5b52cd6611b1ea38f6e398909cfd6a	zh-CN	offensive-language
三	43e43bbd12d531c1aad2d065e6429ddd488b298a655fa8598358defc4c9c0d88	zh-CN	offensive-language
三	43e43bbd12d531c1aad2d065e6429ddd488b298a655fa8598358defc4c9c0d88	zh-CN	difficult-pronounce
八	b36fe9c7d5c46034130425a3a74235f4ae991e4a280f1f9e2c1b1bad5c10924e	zh-CN	difficult-pronounce
八	b36fe9c7d5c46034130425a3a74235f4ae991e4a280f1f9e2c1b1bad5c10924e	zh-CN	offensive-language
圣伊莱尔人口变化图示	d94ed820b46367c1fbed2786d5fff88a28523e5d981ea00621c80124a09790be	zh-CN	?????????????????????????????????????????????????????????????????????????????????????????????3500??????50???????
六	d8dc3dd907402159cc539880517e2b7fe2694f9d192aa156a4b2759792ca9e51	zh-CN	difficult-pronounce
三	43e43bbd12d531c1aad2d065e6429ddd488b298a655fa8598358defc4c9c0d88	zh-CN	difficult-pronounce
三	43e43bbd12d531c1aad2d065e6429ddd488b298a655fa8598358defc4c9c0d88	zh-CN	offensive-language
七	f33b320f255bbaefed46b55c654e53b05fb390f3633b73921d9547aed6aa307c	zh-CN	grammar-or-spelling
现任中国医药大学附设医院感染科主治医师。	db912a0e596dfcf643dd6c3a4de22f98aadac14d32a87af087cb66e247944a66	zh-CN	grammar-or-spelling
现任中国医药大学附设医院感染科主治医师。	db912a0e596dfcf643dd6c3a4de22f98aadac14d32a87af087cb66e247944a66	zh-CN	?
胜出设计者为建筑师。	d921521d0b27f26e7dfc659ce6bba591e3044fd3e228894cc01bdc12770b2e8c	zh-CN	offensive-language
胜出设计者为建筑师。	d921521d0b27f26e7dfc659ce6bba591e3044fd3e228894cc01bdc12770b2e8c	zh-CN	grammar-or-spelling
用艺术，说土地的故事	d7c07cfa00ea8870d55d40e1cd1c031165693dcf4133f44ec5255c5bbdd99f76	zh-CN	grammar-or-spelling
用艺术，说土地的故事	d7c07cfa00ea8870d55d40e1cd1c031165693dcf4133f44ec5255c5bbdd99f76	zh-CN	different-language
事后没有组织立即宣称对事件负责。	daf1909fcc044412e2aa8fd2ebf0b0c4770372352d5a6d8b6430ca1e8bd9e06c	zh-CN	different-language
霍巴陨铁是在纳米比亚距离奥乔宗朱帕区的赫鲁特方丹不远的西霍巴农场的一颗陨石。	cfb8f62626cf4f6724719685c400060aca7fa7b3a6a5d5a1b7ed82960a880af0	zh-CN	difficult-pronounce
莫尔特基农村居民点是俄罗斯联邦伊万诺沃州普切日区所属的一个农村居民点。	d7817dd3f4725a5036b82675f0087a1eae73eea7c5fcaa6f8f2463b04f1da41e	zh-CN	difficult-pronounce
旁枝轴孔珊瑚为轴孔珊瑚科轴孔珊瑚属下的一个种。	d6209034140a442afbc10e69fb8a9c0946bcb193afb782299ab290fcb0973cba	zh-CN	difficult-pronounce
棘体网纹蚤为蚤科网纹蚤属的动物。	d904d53bffefaa8026a97d5527155ab67bfc713011da21bdff9f141fce8e56a8	zh-CN	difficult-pronounce
赵纾攻剿红夷刻石的历史年代为明。	d8cf99e7f515d5359e545a460e0c2248e8818d943da0617cdf6184e926236788	zh-CN	difficult-pronounce
毛轴藏匐柳为杨柳科柳属下的一个变种。	da38d19919403cb4bfe690affa777f39275466b2c40b420bed759d762e60a78c	zh-CN	difficult-pronounce
心叶黄花报春为报春花科报春花属下的一个种。	d96dd749329f9653bb32308d411c994730f9550e678a884c556042f6caa982cc	zh-CN	difficult-pronounce
在今汉普郡的温切斯特。	dbe6fc04af18ae650fb2445c737560c3a9680bd41bdafec367ff0e870409ac22	zh-CN	difficult-pronounce
光叶堇菜是堇菜科堇菜属的植物。	d7fa18a265932d4127321ce2fa40f18eaffc78a1a21794e273550640ab6c4346	zh-CN	difficult-pronounce
西汉至唐宋亦是边睡重镇。	dd938cbe01492ab5467679c166db4ee460265bc8da9d8d43fbb2de3a9e72f5a7	zh-CN	grammar-or-spelling
金完燮是与吴善花的他批评韩国的狂热的爱国主义受害者。	d1bd562a585a9337f1db7b03e712c38c114c3d802f78f74298c9ad0f777be5b0	zh-CN	grammar-or-spelling
糙葶北葱是葱科葱属的变种。	dbfb3fa582dbb65cb191450afacae03d76fd0b2737da43707dfd11005582f434	zh-CN	difficult-pronounce
已出版专书八种及论文百多篇。	dbf48cd77e92a8b884f75366fcb9dcf70f4251398245674a2ab045e525c9b8c9	zh-CN	grammar-or-spelling
优秀自然美景范围之一的坎诺克蔡斯郊野公园覆盖郡的南部。	dbf48928ba00bd10c2eec413081b55ecdf364c5d46468a19487292157bc5e05e	zh-CN	grammar-or-spelling
辖区内内有许多马牧场。	da6b04a05eec40d619ad77949c461088050aed8beab87356c6240c73cbe85496	zh-CN	grammar-or-spelling
本区是自民党和保守党争持的选区。	dc7593a77cb9b717e267807e23c69a07786b0fa27fc7aa6f7438510982f22130	zh-CN	grammar-or-spelling
纽埃元是新西兰联系国纽埃的货币。	d91501780e13ac302bde86e84c9a5b97ba654b84d08bcef1eecc2e7d308b2139	zh-CN	grammar-or-spelling
赌场讨债更加兇狠、更加恶劣	dd9da5e0dd9092063ce93eb731f88fa6a7e8e918ad2f2a5f12661cd51d2a4a65	zh-CN	different-language
这场比赛后他成为了球会的首席定门员。	db3e14bb52a263fa1aeea66428b4e51a3e22e01f09779ec90851b1638e0096ef	zh-CN	grammar-or-spelling
乌丸线是自日本京都府京都市左京区的至京都市伏见区的的京都市营地下铁的路线。	dd70b470ce8a637b5ec0994860e91c35cc8535cbfa505cc5ff576a4b3a8f8c4a	zh-CN	grammar-or-spelling
其盼望神学就是有此发展出来。	daec4bd1ac1a34f26f5027d9b841beaf7c18442d14624e64242ea388e967fa43	zh-CN	grammar-or-spelling
辖区内内有许多马牧场。	da6b04a05eec40d619ad77949c461088050aed8beab87356c6240c73cbe85496	zh-CN	grammar-or-spelling
在坎布里亚的峰区及东苏塞克斯的亚士顿森林都有指曾出现小量的红颈袋鼠。	da281f5d9af914e13b3fb5fd3f9e4b9d0d8e59fb4c590dc79c6bddf16b454fe3	zh-CN	grammar-or-spelling
金完燮是与吴善花的他批评韩国的狂热的爱国主义受害者。	d1bd562a585a9337f1db7b03e712c38c114c3d802f78f74298c9ad0f777be5b0	zh-CN	grammar-or-spelling
伊韦尔东上贝勒蒙的总面积为平方公里。	dd26e0175f5eaf5b61a61deb24b2a1ce69a4f509bbeb4dc903c86c9cd84bb5cd	zh-CN	grammar-or-spelling
长筱之战是是日本战国时期的一场著名战役。	e2822eb10245e73e32e1911c9c7302ea7a3041ee7974dcf891e5878175861258	zh-CN	grammar-or-spelling
目前是的代表理事。	e0d3ca282ad88ed8384b417c8d9335c21f6cb86be65475b6ef63398f85c84cf2	zh-CN	grammar-or-spelling
航空租赁公司的总裁乌德瓦哈兹则表示希望能有多种发动的可以选择。	e0a71ba4eecae3e5fbdf144a8347ca91ce3c37596fba797b436b2a403abc6570	zh-CN	grammar-or-spelling
其后还推出了可同时发射民用型的和相似高的口径步枪子弹版本。	e32a59848e6bf92d43c19fdb30e523a5bee59935feca5e0050f130d892429f3e	zh-CN	grammar-or-spelling
上海分行也继而被被清理。	df32d4ba89579f6c1e9ea2c811b61f5d0056c54a73aa82a81b435720c60a1e28	zh-CN	grammar-or-spelling
乌丸线是自日本京都府京都市左京区的至京都市伏见区的的京都市营地下铁的路线。	dd70b470ce8a637b5ec0994860e91c35cc8535cbfa505cc5ff576a4b3a8f8c4a	zh-CN	grammar-or-spelling
其侄儿巴龙列谢八世被立越南人为新的柬埔寨国王。	df894e2d4cb79506d23bc89d72709d263f0f9d4d992a51288ed5416d21d6e257	zh-CN	grammar-or-spelling
目前是的代表理事。	e0d3ca282ad88ed8384b417c8d9335c21f6cb86be65475b6ef63398f85c84cf2	zh-CN	grammar-or-spelling
有再多话想跟说	e12ed05a6004517188ccf9a7c91580e3fb1b19a2d04f67efd0876fcbf109e3ef	zh-CN	grammar-or-spelling
目前该组合主要以舞台剧表演为主。	e2cb4d2762873679da382657367e76b35f4db8e9fef46b1d54d50871166f0613	zh-CN	grammar-or-spelling
航空租赁公司的总裁乌德瓦哈兹则表示希望能有多种发动的可以选择。	e0a71ba4eecae3e5fbdf144a8347ca91ce3c37596fba797b436b2a403abc6570	zh-CN	grammar-or-spelling
财阀解体的对日本占领政策之一。	e537f108281ab507225b55e9dddd02ae483f76531d24419a398c056cb29a446b	zh-CN	grammar-or-spelling
乌丸线是自日本京都府京都市左京区的至京都市伏见区的的京都市营地下铁的路线。	dd70b470ce8a637b5ec0994860e91c35cc8535cbfa505cc5ff576a4b3a8f8c4a	zh-CN	grammar-or-spelling
剧本最初是由所撰写。	e4c31f0e88985005627e4bda4f38c266b31933695870bc942a5d37d9e180a086	zh-CN	grammar-or-spelling
这同时也是卡沙干油田与的主要出口路线。	e62173a0f726545e9e045406cc20efacfc2ef80707dc59cc1e6ac716dd06740d	zh-CN	grammar-or-spelling
川鼩属等之数种哺乳动物。	e4fe0be28c4262ab3088419a7f384add58a6bc80c27bc8c14b57b326dcda9aad	zh-CN	difficult-pronounce
桂竹白斑蚜为斑蚜科凸唇斑蚜属下的一个种。	e57a6a0f0f2f3894fe957b8d8c320a1ad635fbee5226a293d38c4fd2fc0f4b91	zh-CN	difficult-pronounce
盟军对其为兰迪。	e25050cd04b19ead533f49a62b5323568ea166bf9754024319f73b93da5e5808	zh-CN	grammar-or-spelling
五华县被改名名为五华县。	e53e05525984fa4db088e20bb451efa1d17623702998cbcadc81b1abf1339db2	zh-CN	grammar-or-spelling
其侄儿巴龙列谢八世被立越南人为新的柬埔寨国王。	df894e2d4cb79506d23bc89d72709d263f0f9d4d992a51288ed5416d21d6e257	zh-CN	grammar-or-spelling
侧坦蛛为类石蛛科坦蛛属的动物。	e41113889e1bcec505b7663d29640d9ea51bf8469e761229b02ba152325ed007	zh-CN	difficult-pronounce
目前是的代表理事。	e0d3ca282ad88ed8384b417c8d9335c21f6cb86be65475b6ef63398f85c84cf2	zh-CN	grammar-or-spelling
齿瓣延胡索为罂粟科紫堇属下的一个种。	e5851f4e18bdb8b2cded7260cda2364a0a34c0fa1dc96c7fc32b884e5a73243f	zh-CN	difficult-pronounce
灰毛浆果楝为楝科浆果楝属下的一个种。	e67bdcabb6754f4bfbfc99b5f4a49ee86f3ea55bd353a9f5f291d361a50aa9c8	zh-CN	difficult-pronounce
其名称来燕科的尾翼。	e27389d8be97359103f054e886e2b84b40f3d38ea67dad2451e17b6fa973a234	zh-CN	grammar-or-spelling
其中一个主因是它们可能已缺乏了应有的。	e580f018772dfbbe5ffb49094e58605ff7a636398b726d0d5d62ed0c3b50ba15	zh-CN	grammar-or-spelling
金尧如对在香港的曾任李宗仁祕书的程思远与曾任宋子文的祕书郭增恺作工作。	e222904ccc6c08577e27cf96a1c394d8feffeb523e9c4792e5e130aa2543b471	zh-CN	grammar-or-spelling
五华县被改名名为五华县。	e53e05525984fa4db088e20bb451efa1d17623702998cbcadc81b1abf1339db2	zh-CN	grammar-or-spelling
